125	131	1
119	200	1
62	115	1
1	178	1
63	66	1
60	183	1
55	64	1
54	210	1
42	50	1
272	244	1
18	41	1
13	224	1
85	166	1
54	113	1
17	40	1
8	66	1
72	239	1
21	73	1
189	196	1
33	55	1
261	278	1
109	151	1
166	168	1
157	249	1
55	206	1
59	114	1
62	67	1
167	226	1
167	188	1
106	257	1
23	189	1
11	44	1
108	250	1
198	221	1
40	74	1
18	53	1
60	86	1
13	163	1
95	136	1
167	203	1
113	251	1
104	172	1
23	54	1
21	221	1
163	196	1
118	124	1
83	212	1
5	134	1
139	162	1
7	58	1
249	250	1
70	179	1
12	78	1
49	161	1
7	68	1
25	211	1
104	159	1
180	227	1
55	59	1
45	57	1
55	93	1
104	241	1
13	56	1
61	68	1
19	41	1
103	156	1
190	198	1
109	203	1
72	156	1
111	168	1
71	264	1
54	129	1
188	232	1
53	61	1
44	114	1
6	45	1
54	142	1
178	224	1
57	173	1
275	258	1
95	144	1
178	205	1
134	177	1
11	13	1
213	231	1
185	191	1
14	225	1
272	99	1
19	168	1
152	261	1
49	115	1
19	80	1
2	56	1
111	175	1
183	237	1
181	230	1
81	227	1
270	90	1
8	151	1
56	61	1
98	152	1
21	182	1
136	157	1
67	151	1
1	60	1
100	55	1
271	262	1
167	211	1
26	175	1
59	151	1
14	178	1
138	152	1
163	175	1
100	152	1
43	86	1
111	197	1
23	60	1
264	265	1
83	227	1
2	185	1
28	67	1
94	250	1
85	120	1
56	152	1
192	228	1
13	173	1
17	53	1
270	242	1
97	109	1
68	129	1
273	264	1
195	229	1
44	54	1
8	45	1
14	163	1
61	206	1
55	95	1
89	104	1
27	205	1
16	133	1
71	163	1
6	220	1
60	151	1
129	152	1
128	164	1
67	199	1
118	120	1
226	237	1
271	91	1
21	109	1
129	150	1
53	169	1
32	55	1
142	151	1
127	177	1
166	225	1
21	46	1
56	109	1
55	112	1
14	113	1
196	203	1
241	269	1
193	229	1
13	112	1
187	235	1
67	82	1
29	61	1
69	196	1
55	158	1
131	191	1
83	220	1
124	233	1
57	179	1
13	111	1
92	115	1
56	66	1
111	159	1
150	157	1
56	162	1
58	65	1
22	179	1
90	55	1
160	198	1
11	78	1
71	159	1
97	151	1
198	233	1
30	54	1
133	171	1
83	171	1
132	187	1
119	167	1
61	236	1
117	162	1
27	224	1
10	17	1
22	220	1
220	231	1
109	261	1
179	196	1
129	145	1
68	174	1
3	23	1
180	229	1
59	165	1
3	184	1
55	142	1
124	189	1
167	185	1
86	184	1
24	152	1
143	151	1
69	138	1
166	191	1
61	83	1
156	157	1
120	126	1
117	228	1
55	60	1
108	110	1
179	205	1
123	193	1
59	94	1
270	92	1
127	135	1
22	61	1
152	263	1
239	251	1
85	134	1
21	177	1
172	271	1
34	55	1
115	244	1
109	141	1
194	230	1
168	235	1
60	175	1
152	158	1
56	173	1
16	59	1
126	177	1
145	152	1
131	183	1
130	190	1
19	78	1
21	75	1
107	259	1
65	67	1
3	112	1
8	68	1
56	234	1
13	204	1
16	49	1
268	241	1
86	121	1
48	114	1
18	40	1
106	256	1
121	187	1
120	180	1
223	235	1
57	76	1
152	162	1
122	168	1
86	230	1
83	198	1
57	62	1
188	199	1
59	113	1
103	263	1
157	164	1
82	209	1
183	189	1
55	128	1
54	152	1
59	147	1
108	260	1
158	182	1
58	112	1
174	181	1
6	177	1
7	210	1
169	177	1
59	206	1
88	103	1
45	55	1
1	11	1
115	199	1
157	278	1
84	220	1
109	250	1
83	132	1
27	199	1
56	72	1
65	179	1
84	183	1
184	188	1
81	114	1
57	210	1
22	74	1
16	114	1
159	199	1
109	205	1
267	264	1
6	22	1
4	55	1
55	165	1
28	80	1
161	267	1
67	164	1
267	87	1
14	223	1
260	278	1
246	274	1
45	76	1
55	153	1
12	51	1
86	177	1
7	41	1
190	235	1
56	63	1
232	234	1
7	180	1
86	131	1
121	127	1
50	114	1
54	151	1
201	210	1
179	224	1
72	87	1
72	81	1
162	180	1
109	219	1
109	155	1
2	199	1
21	219	1
41	74	1
13	176	1
21	40	1
163	220	1
109	179	1
109	220	1
217	238	1
162	227	1
119	188	1
186	226	1
252	268	1
103	251	1
69	214	1
166	182	1
167	191	1
141	143	1
2	12	1
62	143	1
122	193	1
59	158	1
179	188	1
72	152	1
1	56	1
103	172	1
8	59	1
54	249	1
2	171	1
110	158	1
240	268	1
126	194	1
171	223	1
270	262	1
168	237	1
198	218	1
246	54	1
67	114	1
14	168	1
79	80	1
270	89	1
67	179	1
55	247	1
48	50	1
60	152	1
269	97	1
72	162	1
69	139	1
170	197	1
279	39	1
54	144	1
103	267	1
20	78	1
108	249	1
151	159	1
60	207	1
177	195	1
56	178	1
109	222	1
52	168	1
63	156	1
254	151	1
182	233	1
95	250	1
60	89	1
109	167	1
60	131	1
115	161	1
144	250	1
4	162	1
64	151	1
92	172	1
115	208	1
82	156	1
179	189	1
167	224	1
55	138	1
71	156	1
105	254	1
135	234	1
190	238	1
167	213	1
119	234	1
75	115	1
178	188	1
3	124	1
97	152	1
67	156	1
70	223	1
272	264	1
85	213	1
60	80	1
59	66	1
52	233	1
168	183	1
77	166	1
214	232	1
91	54	1
34	147	1
256	152	1
267	263	1
104	252	1
256	151	1
10	41	1
16	157	1
56	64	1
147	151	1
13	202	1
87	29	1
31	96	1
51	74	1
163	176	1
86	201	1
70	175	1
126	166	1
3	4	1
39	54	1
22	177	1
7	14	1
20	53	1
60	241	1
57	68	1
95	152	1
39	58	1
44	180	1
178	251	1
133	186	1
64	71	1
55	219	1
66	156	1
58	199	1
57	151	1
61	119	1
1	158	1
61	69	1
41	78	1
58	151	1
54	156	1
181	234	1
76	167	1
169	223	1
16	174	1
54	56	1
103	262	1
135	181	1
59	90	1
118	189	1
103	96	1
92	55	1
69	179	1
14	251	1
171	209	1
60	169	1
66	221	1
261	151	1
124	126	1
116	235	1
13	169	1
178	197	1
101	55	1
242	55	1
29	96	1
166	237	1
83	130	1
225	238	1
54	82	1
191	216	1
175	201	1
10	74	1
151	217	1
67	128	1
57	66	1
55	209	1
119	193	1
13	40	1
61	239	1
259	258	1
65	82	1
110	144	1
105	244	1
58	208	1
109	240	1
185	186	1
68	81	1
7	66	1
133	177	1
12	14	1
109	112	1
257	152	1
277	260	1
276	259	1
188	197	1
57	158	1
104	90	1
66	140	1
106	246	1
3	55	1
22	60	1
67	183	1
20	114	1
83	190	1
123	228	1
70	111	1
90	54	1
68	72	1
109	206	1
113	151	1
13	115	1
151	250	1
110	111	1
244	55	1
16	199	1
71	207	1
189	234	1
166	187	1
59	112	1
56	159	1
47	77	1
189	200	1
105	263	1
39	250	1
273	246	1
13	22	1
172	198	1
182	199	1
1	198	1
112	113	1
54	112	1
60	238	1
61	175	1
152	159	1
15	58	1
13	42	1
14	40	1
118	191	1
103	264	1
59	140	1
114	207	1
71	108	1
54	171	1
81	156	1
45	114	1
57	234	1
139	147	1
61	79	1
127	194	1
163	195	1
99	263	1
58	143	1
192	220	1
19	73	1
9	41	1
148	202	1
119	232	1
61	88	1
110	136	1
13	179	1
61	152	1
8	170	1
102	109	1
183	188	1
1	55	1
119	187	1
62	174	1
269	89	1
177	181	1
179	197	1
11	50	1
161	163	1
70	197	1
56	58	1
177	237	1
122	194	1
269	104	1
116	190	1
55	154	1
128	250	1
115	157	1
100	109	1
55	67	1
62	140	1
28	152	1
45	199	1
125	177	1
241	54	1
167	169	1
140	143	1
40	77	1
60	71	1
2	181	1
125	135	1
54	94	1
84	236	1
67	162	1
272	34	1
268	30	1
116	122	1
243	271	1
151	152	1
15	67	1
5	75	1
9	18	1
114	178	1
83	116	1
138	139	1
100	151	1
11	41	1
2	57	1
14	179	1
27	201	1
109	251	1
105	99	1
170	223	1
258	152	1
22	175	1
69	176	1
68	152	1
89	54	1
58	68	1
205	223	1
117	191	1
60	84	1
56	111	1
54	158	1
84	186	1
142	143	1
200	210	1
119	191	1
115	174	1
65	220	1
168	226	1
14	209	1
8	131	1
2	6	1
179	204	1
148	221	1
54	58	1
103	241	1
85	130	1
127	167	1
80	177	1
59	61	1
63	71	1
14	115	1
104	254	1
86	181	1
53	167	1
271	90	1
271	264	1
28	56	1
186	237	1
88	55	1
4	176	1
16	63	1
6	20	1
109	138	1
54	68	1
192	219	1
103	240	1
128	156	1
104	263	1
104	243	1
82	115	1
66	182	1
11	173	1
6	182	1
17	79	1
57	72	1
21	178	1
55	57	1
24	173	1
44	178	1
178	203	1
144	145	1
68	207	1
3	81	1
55	150	1
3	60	1
185	223	1
4	113	1
51	86	1
103	31	1
159	174	1
111	163	1
94	110	1
58	129	1
15	62	1
70	183	1
196	199	1
86	214	1
80	175	1
250	278	1
38	55	1
166	224	1
76	182	1
179	202	1
114	182	1
56	68	1
54	61	1
109	210	1
3	220	1
109	152	1
61	151	1
128	144	1
84	117	1
44	56	1
134	215	1
123	171	1
60	206	1
184	224	1
143	152	1
104	33	1
131	187	1
36	55	1
2	60	1
54	198	1
5	166	1
19	115	1
262	264	1
130	224	1
59	208	1
134	180	1
126	229	1
6	167	1
59	87	1
171	226	1
21	115	1
14	78	1
44	166	1
91	115	1
117	131	1
13	210	1
106	274	1
114	115	1
167	187	1
140	141	1
57	199	1
189	232	1
63	68	1
87	55	1
6	74	1
152	154	1
14	21	1
109	144	1
83	180	1
46	78	1
71	262	1
62	65	1
157	263	1
241	240	1
56	113	1
271	33	1
28	158	1
44	58	1
191	236	1
126	180	1
183	186	1
1	57	1
86	171	1
61	158	1
15	65	1
178	183	1
14	43	1
54	101	1
37	55	1
195	222	1
103	87	1
60	109	1
127	181	1
7	55	1
166	189	1
56	157	1
133	201	1
12	174	1
22	114	1
124	194	1
30	96	1
82	157	1
85	171	1
69	111	1
179	183	1
124	188	1
1	180	1
272	91	1
138	162	1
52	109	1
72	172	1
141	142	1
2	14	1
12	16	1
1	68	1
28	233	1
71	206	1
195	230	1
168	177	1
178	202	1
170	178	1
196	251	1
243	54	1
242	54	1
56	67	1
124	170	1
42	73	1
3	185	1
94	143	1
194	229	1
3	200	1
170	226	1
57	232	1
224	235	1
62	251	1
16	62	1
21	61	1
68	157	1
84	131	1
54	150	1
14	77	1
59	128	1
7	134	1
151	174	1
125	188	1
54	178	1
269	264	1
131	204	1
13	44	1
57	178	1
72	82	1
55	111	1
177	238	1
104	97	1
61	208	1
109	113	1
2	179	1
8	14	1
41	77	1
71	161	1
54	168	1
32	58	1
84	170	1
159	179	1
167	186	1
126	195	1
103	268	1
14	75	1
59	68	1
15	24	1
71	157	1
162	206	1
158	173	1
61	235	1
271	244	1
43	78	1
61	98	1
194	201	1
55	159	1
69	224	1
150	156	1
56	161	1
69	155	1
65	161	1
182	234	1
54	143	1
151	154	1
159	176	1
55	61	1
24	151	1
55	248	1
63	65	1
80	182	1
130	235	1
61	237	1
1	170	1
45	159	1
55	109	1
76	222	1
68	156	1
194	228	1
57	112	1
69	178	1
75	114	1
15	173	1
120	186	1
193	227	1
57	65	1
173	178	1
86	167	1
55	152	1
115	263	1
86	183	1
60	208	1
166	190	1
56	179	1
2	4	1
58	243	1
60	233	1
4	72	1
22	167	1
168	192	1
41	161	1
56	265	1
81	202	1
240	252	1
120	162	1
56	112	1
183	238	1
18	168	1
56	233	1
11	47	1
85	229	1
54	80	1
59	115	1
7	85	1
111	161	1
83	235	1
198	201	1
58	91	1
74	182	1
60	163	1
65	182	1
15	63	1
60	124	1
267	240	1
104	242	1
3	177	1
79	176	1
18	42	1
3	212	1
80	166	1
111	176	1
79	167	1
85	200	1
100	54	1
167	212	1
167	189	1
117	181	1
7	44	1
60	88	1
65	66	1
187	190	1
65	159	1
67	115	1
48	160	1
60	87	1
118	188	1
268	88	1
66	175	1
198	217	1
6	176	1
138	147	1
250	261	1
14	45	1
40	73	1
19	46	1
99	91	1
156	164	1
87	54	1
108	95	1
14	55	1
22	109	1
30	55	1
58	113	1
152	165	1
169	192	1
61	109	1
65	222	1
263	264	1
6	159	1
51	174	1
8	78	1
54	202	1
66	219	1
164	165	1
68	233	1
159	161	1
56	151	1
53	234	1
85	170	1
2	170	1
250	279	1
6	53	1
114	160	1
7	67	1
53	177	1
45	61	1
52	59	1
57	162	1
58	87	1
72	155	1
15	59	1
91	57	1
92	151	1
133	218	1
14	202	1
54	57	1
59	152	1
216	238	1
16	115	1
152	218	1
55	94	1
267	251	1
52	166	1
55	147	1
69	163	1
271	263	1
123	195	1
67	152	1
103	30	1
57	157	1
19	77	1
124	132	1
60	113	1
167	190	1
118	194	1
22	224	1
116	180	1
67	147	1
20	167	1
8	12	1
52	54	1
5	221	1
12	161	1
62	71	1
30	61	1
275	247	1
267	29	1
64	141	1
179	223	1
109	182	1
103	252	1
10	18	1
56	62	1
151	156	1
121	238	1
174	179	1
111	169	1
3	54	1
74	174	1
270	264	1
31	54	1
14	112	1
60	239	1
191	228	1
3	231	1
54	209	1
117	123	1
166	211	1
14	111	1
6	76	1
13	50	1
83	231	1
61	207	1
84	119	1
167	238	1
109	221	1
102	151	1
3	173	1
185	213	1
54	250	1
84	232	1
118	186	1
95	145	1
65	140	1
214	234	1
61	87	1
2	13	1
98	151	1
39	136	1
196	209	1
272	98	1
52	182	1
171	220	1
86	135	1
121	181	1
29	55	1
85	186	1
109	154	1
28	79	1
59	157	1
84	201	1
62	63	1
12	47	1
252	269	1
228	236	1
130	186	1
7	11	1
178	204	1
126	193	1
54	170	1
130	168	1
55	113	1
28	167	1
254	271	1
247	258	1
218	237	1
125	193	1
109	162	1
61	169	1
170	219	1
135	194	1
247	154	1
104	264	1
12	45	1
44	115	1
171	210	1
60	209	1
64	156	1
1	44	1
64	159	1
70	224	1
231	233	1
66	145	1
4	68	1
109	140	1
99	152	1
191	218	1
130	193	1
129	164	1
54	59	1
70	178	1
151	172	1
203	251	1
166	185	1
39	55	1
70	196	1
25	186	1
61	168	1
55	249	1
224	225	1
50	160	1
59	249	1
140	142	1
186	236	1
28	109	1
171	224	1
123	181	1
55	205	1
56	69	1
186	191	1
71	110	1
178	189	1
68	173	1
66	68	1
137	279	1
103	161	1
151	279	1
57	174	1
84	228	1
45	58	1
63	161	1
108	136	1
11	114	1
3	130	1
7	59	1
3	175	1
4	54	1
84	123	1
98	90	1
188	189	1
167	184	1
152	172	1
86	187	1
89	90	1
67	157	1
60	268	1
58	156	1
263	252	1
58	59	1
169	183	1
55	171	1
28	54	1
54	95	1
177	180	1
55	199	1
62	114	1
17	169	1
64	67	1
112	152	1
156	173	1
270	98	1
223	236	1
44	198	1
54	157	1
57	63	1
60	79	1
8	58	1
161	174	1
116	177	1
3	118	1
27	176	1
33	54	1
188	198	1
13	79	1
167	182	1
54	60	1
91	55	1
127	195	1
16	43	1
109	147	1
49	51	1
1	3	1
62	161	1
202	251	1
12	74	1
74	161	1
166	226	1
143	250	1
109	204	1
69	189	1
240	54	1
55	129	1
61	64	1
157	163	1
59	207	1
123	194	1
20	40	1
54	153	1
185	226	1
107	258	1
242	241	1
120	134	1
242	253	1
19	40	1
59	150	1
13	18	1
119	189	1
163	260	1
83	168	1
243	55	1
127	234	1
61	183	1
134	191	1
4	112	1
270	32	1
24	85	1
271	92	1
13	19	1
85	180	1
77	78	1
21	166	1
166	167	1
20	74	1
76	114	1
184	214	1
124	177	1
59	143	1
84	171	1
152	250	1
141	160	1
122	132	1
10	182	1
188	196	1
166	186	1
131	169	1
3	216	1
65	76	1
32	98	1
66	141	1
175	233	1
138	155	1
197	204	1
255	244	1
135	190	1
165	250	1
166	184	1
106	245	1
184	225	1
169	179	1
272	262	1
57	237	1
61	242	1
60	90	1
130	223	1
22	115	1
54	93	1
239	267	1
15	57	1
244	54	1
267	262	1
4	131	1
62	139	1
28	166	1
4	189	1
267	96	1
119	190	1
2	45	1
59	168	1
124	134	1
54	238	1
71	208	1
13	21	1
9	73	1
241	55	1
84	133	1
249	278	1
44	59	1
55	79	1
199	234	1
56	158	1
246	256	1
116	187	1
