179	183	1
95	172	1
63	66	1
129	162	1
54	210	1
55	87	1
33	55	1
109	151	1
262	267	1
116	130	1
184	210	1
245	253	1
87	208	1
54	245	1
13	163	1
95	136	1
96	172	1
7	134	1
32	89	1
36	54	1
24	162	1
159	270	1
75	198	1
99	252	1
152	164	1
103	268	1
57	103	1
70	220	1
44	45	1
24	72	1
55	100	1
55	248	1
191	226	1
80	182	1
63	65	1
95	144	1
14	183	1
152	247	1
158	159	1
57	258	1
55	250	1
61	179	1
139	246	1
168	213	1
57	257	1
192	195	1
176	236	1
52	53	1
67	151	1
159	271	1
55	152	1
57	156	1
58	72	1
9	10	1
57	169	1
1	160	1
14	178	1
138	152	1
252	253	1
264	265	1
90	98	1
160	161	1
56	168	1
17	53	1
186	188	1
135	187	1
193	195	1
57	247	1
70	158	1
14	163	1
79	176	1
121	125	1
18	42	1
11	12	1
65	66	1
169	220	1
134	175	1
34	246	1
250	261	1
118	120	1
69	219	1
56	258	1
163	169	1
58	113	1
141	158	1
152	165	1
263	264	1
56	109	1
210	217	1
69	251	1
54	243	1
51	199	1
13	111	1
209	210	1
111	159	1
246	259	1
124	198	1
55	245	1
50	198	1
7	198	1
23	172	1
44	170	1
14	96	1
198	233	1
168	169	1
169	216	1
55	94	1
69	170	1
35	56	1
69	163	1
83	177	1
19	178	1
67	152	1
54	246	1
128	146	1
133	169	1
56	257	1
57	259	1
206	242	1
57	172	1
56	217	1
97	251	1
175	193	1
104	270	1
246	246	1
56	101	1
85	134	1
31	54	1
57	97	1
34	55	1
14	111	1
252	255	1
145	152	1
169	218	1
125	199	1
86	135	1
173	267	1
29	55	1
55	242	1
62	63	1
12	47	1
98	99	1
55	91	1
194	195	1
33	245	1
59	113	1
176	238	1
247	258	1
99	254	1
109	162	1
54	152	1
54	208	1
188	190	1
58	112	1
14	175	1
125	234	1
1	44	1
14	185	1
9	13	1
150	158	1
48	49	1
83	132	1
144	146	1
56	254	1
206	241	1
22	74	1
56	260	1
57	102	1
111	247	1
55	249	1
71	155	1
183	223	1
50	160	1
246	274	1
18	52	1
69	171	1
57	252	1
70	222	1
71	110	1
86	177	1
55	92	1
55	88	1
7	59	1
59	67	1
146	151	1
54	151	1
96	99	1
56	102	1
133	232	1
134	231	1
52	75	1
246	258	1
29	54	1
21	22	1
105	106	1
84	177	1
55	178	1
57	276	1
54	92	1
13	176	1
56	256	1
168	219	1
198	200	1
168	168	1
128	162	1
96	109	1
57	260	1
44	198	1
225	226	1
158	269	1
85	177	1
39	137	1
3	17	1
87	207	1
54	244	1
204	222	1
17	18	1
57	217	1
33	54	1
54	249	1
70	219	1
199	201	1
240	268	1
96	183	1
133	191	1
251	252	1
135	176	1
110	259	1
79	80	1
65	143	1
135	232	1
62	161	1
12	74	1
103	267	1
110	247	1
190	191	1
31	88	1
144	250	1
185	226	1
139	275	1
2	58	1
168	175	1
71	111	1
56	255	1
56	261	1
163	168	1
135	169	1
30	242	1
57	256	1
55	208	1
169	214	1
269	270	1
216	218	1
247	259	1
205	221	1
181	192	1
69	158	1
55	244	1
196	232	1
76	170	1
138	155	1
129	147	1
57	100	1
151	260	1
168	223	1
34	54	1
184	225	1
252	257	1
54	241	1
191	205	1
57	99	1
54	93	1
151	259	1
131	176	1
104	105	1
169	225	1
130	175	1
184	185	1
206	240	1
